,name,freeze_layer
140,model.layers.15.mlp.gate_proj.weight,True
141,model.layers.15.mlp.up_proj.weight,True
142,model.layers.15.mlp.down_proj.weight,True
143,model.layers.15.input_layernorm.weight,True
144,model.layers.15.post_attention_layernorm.weight,True
145,model.layers.16.self_attn.q_proj.weight,True
146,model.layers.16.self_attn.k_proj.weight,True
147,model.layers.16.self_attn.v_proj.weight,True
148,model.layers.16.self_attn.o_proj.weight,True
149,model.layers.16.mlp.gate_proj.weight,True
150,model.layers.16.mlp.up_proj.weight,True
151,model.layers.16.mlp.down_proj.weight,False
152,model.layers.16.input_layernorm.weight,True
153,model.layers.16.post_attention_layernorm.weight,True
154,model.layers.17.self_attn.q_proj.weight,True
155,model.layers.17.self_attn.k_proj.weight,True
156,model.layers.17.self_attn.v_proj.weight,True
157,model.layers.17.self_attn.o_proj.weight,True
158,model.layers.17.mlp.gate_proj.weight,True
159,model.layers.17.mlp.up_proj.weight,True
160,model.layers.17.mlp.down_proj.weight,True
161,model.layers.17.input_layernorm.weight,True
162,model.layers.17.post_attention_layernorm.weight,True
163,model.layers.18.self_attn.q_proj.weight,True
164,model.layers.18.self_attn.k_proj.weight,True
165,model.layers.18.self_attn.v_proj.weight,True
166,model.layers.18.self_attn.o_proj.weight,True
167,model.layers.18.mlp.gate_proj.weight,True
168,model.layers.18.mlp.up_proj.weight,True
169,model.layers.18.mlp.down_proj.weight,False
170,model.layers.18.input_layernorm.weight,True
171,model.layers.18.post_attention_layernorm.weight,True
172,model.layers.19.self_attn.q_proj.weight,True
173,model.layers.19.self_attn.k_proj.weight,True
174,model.layers.19.self_attn.v_proj.weight,True
175,model.layers.19.self_attn.o_proj.weight,True
176,model.layers.19.mlp.gate_proj.weight,True
177,model.layers.19.mlp.up_proj.weight,True
178,model.layers.19.mlp.down_proj.weight,False
179,model.layers.19.input_layernorm.weight,True
180,model.layers.19.post_attention_layernorm.weight,True
181,model.layers.20.self_attn.q_proj.weight,True
182,model.layers.20.self_attn.k_proj.weight,True
183,model.layers.20.self_attn.v_proj.weight,True
184,model.layers.20.self_attn.o_proj.weight,False
185,model.layers.20.mlp.gate_proj.weight,True
186,model.layers.20.mlp.up_proj.weight,True
187,model.layers.20.mlp.down_proj.weight,False
188,model.layers.20.input_layernorm.weight,True
189,model.layers.20.post_attention_layernorm.weight,True
190,model.layers.21.self_attn.q_proj.weight,True
191,model.layers.21.self_attn.k_proj.weight,True
192,model.layers.21.self_attn.v_proj.weight,True
193,model.layers.21.self_attn.o_proj.weight,False
194,model.layers.21.mlp.gate_proj.weight,True
195,model.layers.21.mlp.up_proj.weight,True
196,model.layers.21.mlp.down_proj.weight,False
197,model.layers.21.input_layernorm.weight,True
198,model.layers.21.post_attention_layernorm.weight,True
199,model.layers.22.self_attn.q_proj.weight,True
200,model.layers.22.self_attn.k_proj.weight,True
201,model.layers.22.self_attn.v_proj.weight,True
202,model.layers.22.self_attn.o_proj.weight,True
203,model.layers.22.mlp.gate_proj.weight,True
204,model.layers.22.mlp.up_proj.weight,True
205,model.layers.22.mlp.down_proj.weight,False
206,model.layers.22.input_layernorm.weight,True
207,model.layers.22.post_attention_layernorm.weight,True
208,model.layers.23.self_attn.q_proj.weight,True
209,model.layers.23.self_attn.k_proj.weight,True
210,model.layers.23.self_attn.v_proj.weight,True
211,model.layers.23.self_attn.o_proj.weight,True
212,model.layers.23.mlp.gate_proj.weight,True
213,model.layers.23.mlp.up_proj.weight,True
214,model.layers.23.mlp.down_proj.weight,True
215,model.layers.23.input_layernorm.weight,True
216,model.layers.23.post_attention_layernorm.weight,True
217,model.layers.24.self_attn.q_proj.weight,True
218,model.layers.24.self_attn.k_proj.weight,True
219,model.layers.24.self_attn.v_proj.weight,True
220,model.layers.24.self_attn.o_proj.weight,False
221,model.layers.24.mlp.gate_proj.weight,True
222,model.layers.24.mlp.up_proj.weight,True
223,model.layers.24.mlp.down_proj.weight,True
224,model.layers.24.input_layernorm.weight,True
225,model.layers.24.post_attention_layernorm.weight,True
226,model.layers.25.self_attn.q_proj.weight,True
227,model.layers.25.self_attn.k_proj.weight,True
228,model.layers.25.self_attn.v_proj.weight,False
229,model.layers.25.self_attn.o_proj.weight,True
230,model.layers.25.mlp.gate_proj.weight,True
231,model.layers.25.mlp.up_proj.weight,True
232,model.layers.25.mlp.down_proj.weight,True
233,model.layers.25.input_layernorm.weight,True
234,model.layers.25.post_attention_layernorm.weight,True
235,model.layers.26.self_attn.q_proj.weight,True
236,model.layers.26.self_attn.k_proj.weight,True
237,model.layers.26.self_attn.v_proj.weight,True
238,model.layers.26.self_attn.o_proj.weight,True
239,model.layers.26.mlp.gate_proj.weight,True
240,model.layers.26.mlp.up_proj.weight,True
241,model.layers.26.mlp.down_proj.weight,True
242,model.layers.26.input_layernorm.weight,True
243,model.layers.26.post_attention_layernorm.weight,True
244,model.layers.27.self_attn.q_proj.weight,True
245,model.layers.27.self_attn.k_proj.weight,True
246,model.layers.27.self_attn.v_proj.weight,True
247,model.layers.27.self_attn.o_proj.weight,True
248,model.layers.27.mlp.gate_proj.weight,True
249,model.layers.27.mlp.up_proj.weight,True
250,model.layers.27.mlp.down_proj.weight,True
251,model.layers.27.input_layernorm.weight,True
252,model.layers.27.post_attention_layernorm.weight,True
253,model.layers.28.self_attn.q_proj.weight,True
254,model.layers.28.self_attn.k_proj.weight,True
255,model.layers.28.self_attn.v_proj.weight,True
256,model.layers.28.self_attn.o_proj.weight,True
257,model.layers.28.mlp.gate_proj.weight,True
258,model.layers.28.mlp.up_proj.weight,True
259,model.layers.28.mlp.down_proj.weight,True
260,model.layers.28.input_layernorm.weight,True
261,model.layers.28.post_attention_layernorm.weight,True
262,model.layers.29.self_attn.q_proj.weight,True
263,model.layers.29.self_attn.k_proj.weight,True
264,model.layers.29.self_attn.v_proj.weight,True
265,model.layers.29.self_attn.o_proj.weight,True
266,model.layers.29.mlp.gate_proj.weight,True
267,model.layers.29.mlp.up_proj.weight,True
268,model.layers.29.mlp.down_proj.weight,True
269,model.layers.29.input_layernorm.weight,True
270,model.layers.29.post_attention_layernorm.weight,True
271,model.layers.30.self_attn.q_proj.weight,True
272,model.layers.30.self_attn.k_proj.weight,True
273,model.layers.30.self_attn.v_proj.weight,False
274,model.layers.30.self_attn.o_proj.weight,False
275,model.layers.30.mlp.gate_proj.weight,True
276,model.layers.30.mlp.up_proj.weight,True
277,model.layers.30.mlp.down_proj.weight,False
278,model.layers.30.input_layernorm.weight,True
279,model.layers.30.post_attention_layernorm.weight,True
280,model.layers.31.self_attn.q_proj.weight,True
281,model.layers.31.self_attn.k_proj.weight,True
282,model.layers.31.self_attn.v_proj.weight,True
283,model.layers.31.self_attn.o_proj.weight,True
284,model.layers.31.mlp.gate_proj.weight,True
285,model.layers.31.mlp.up_proj.weight,True
286,model.layers.31.mlp.down_proj.weight,True
287,model.layers.31.input_layernorm.weight,True
288,model.layers.31.post_attention_layernorm.weight,True
289,model.norm.weight,True
290,lm_head.weight,True
